budget,actual_cost,revenue,profit,profit_margin,schedule_delay,project_duration,team_size,labor_cost,resource_utilization,margin_risk
136857.89,151400.32,162644.32,11244.01,0.069,0,5,11,41902.8,0.91,0
93736.92,104375.23,105144.36,769.13,0.007,0,3,17,36279.49,0.66,1
134249.32,154578.96,135506.35,-19072.6,-0.141,0,5,12,47279.42,0.67,0
1081131.26,1172642.22,1297698.75,125056.52,0.096,6,16,25,335713.47,0.78,1
632219.85,591705.21,786833.04,195127.83,0.248,0,11,13,196044.56,0.85,0
1543727.59,1610770.24,1703896.45,93126.21,0.055,0,11,19,573360.25,0.85,0
500236.21,549507.86,587629.67,38121.8,0.065,0,8,18,187652.41,0.75,0
111849.62,129130.66,127659.75,-1470.9,-0.012,1,8,8,38369.15,0.63,1
430408.21,467310.1,476748.14,9438.04,0.02,1,8,7,175497.97,0.61,1
427010.97,437981.28,489131.06,51149.77,0.105,1,10,3,151397.52,0.73,0
133062.46,137031.37,148840.46,11809.09,0.079,0,7,19,31139.19,0.81,0
1805152.26,2023548.1,2291420.78,267872.68,0.117,1,13,16,459279.56,0.75,0
495508.55,538808.17,612476.53,73668.36,0.12,2,13,23,185180.34,0.74,0
392705.58,472815.65,462797.8,-10017.85,-0.022,0,7,8,164485.67,0.72,0
851959.27,897638.99,971143.28,73504.29,0.076,0,5,12,311825.5,0.76,0
1271862.64,1447320.22,1510436.93,63116.71,0.042,2,17,15,416032.02,0.94,0
1460010.73,1364377.68,1889663.85,525286.16,0.278,3,15,17,328809.55,0.69,0
599030.76,618536.72,746595.79,128059.07,0.172,0,2,12,204941.36,0.69,0
573041.05,651834.91,651419.71,-415.2,-0.001,0,5,13,148602.39,0.7,1
97783.98,118128.57,116384.93,-1743.64,-0.015,1,7,10,38311.28,0.74,1
396788.75,373482.18,481538.35,108056.17,0.224,0,7,17,118832.95,0.67,0
621393.21,720335.35,694212.59,-26122.76,-0.038,0,6,8,211063.98,0.73,0
1688462.4,1837334.05,2005827.62,168493.57,0.084,0,14,21,473097.09,0.69,0
517432.22,503461.6,534520.15,31058.55,0.058,0,7,20,174970.97,0.76,0
1778130.89,2105158.76,2052467.8,-52690.97,-0.026,0,17,17,527853.52,0.68,1
760305.75,868880.35,878584.9,9704.55,0.011,0,8,18,281737.71,0.79,0
745617.68,838996.25,920620.73,81624.47,0.089,1,7,13,186499.8,0.7,1
499683.26,461773.42,578243.86,116470.44,0.201,1,10,7,161289.06,0.77,0
1293380.3,1376391.54,1531356.24,154964.7,0.101,3,10,8,511622.81,0.78,1
1518536.48,1351139.29,1902258.22,551118.93,0.29,2,16,11,384745.09,0.71,1
458872.67,465264.32,507228.49,41964.17,0.083,0,11,9,104389.51,0.78,0
1691085.76,1936680.31,2133441.0,196760.69,0.092,1,15,18,664980.86,0.72,1
139433.38,147834.8,161786.86,13952.07,0.086,1,10,8,34443.36,0.7,0
616570.31,709362.73,692224.03,-17138.7,-0.025,0,7,8,192781.79,0.76,1
90869.11,96549.78,102778.2,6228.42,0.061,0,6,14,28976.97,0.83,0
453767.35,499436.92,520647.53,21210.62,0.041,2,12,22,171043.83,0.63,1
608269.23,554918.96,685431.75,130512.79,0.19,1,7,12,127673.79,0.77,1
560577.47,618831.12,699981.46,81150.34,0.116,0,4,10,228221.31,0.6,1
439583.4,461677.77,510822.71,49144.94,0.096,0,7,8,129274.13,0.73,0
812226.02,912875.94,907599.11,-5276.83,-0.006,0,10,21,283493.08,0.69,0
610470.42,647825.26,717773.77,69948.51,0.097,0,11,14,147331.46,0.82,0
523284.37,515262.92,670272.49,155009.57,0.231,0,11,16,191215.94,0.88,0
2009734.51,2041645.48,2221653.29,180007.81,0.081,3,11,25,685522.26,0.75,1
1658480.98,1909544.97,1965678.37,56133.4,0.029,2,16,18,601924.36,0.71,1
475246.16,540165.18,543344.31,3179.13,0.006,0,9,3,171513.38,0.83,0
478142.8,533551.75,571007.83,37456.09,0.066,0,5,17,190761.19,0.75,0
447078.33,499877.68,512539.87,12662.19,0.025,0,2,16,145367.41,0.64,1
112794.58,108311.41,131383.71,23072.31,0.176,0,5,15,30487.16,0.74,0
654394.2,710709.56,752938.47,42228.91,0.056,0,5,21,195461.49,0.74,0
736213.54,781967.6,890036.9,108069.3,0.121,1,11,12,262458.45,0.68,0
517595.57,542661.69,576674.65,34012.96,0.059,0,6,5,161581.36,0.92,0
140317.31,130974.71,165333.35,34358.63,0.208,0,3,15,35364.85,0.92,0
146528.74,153553.88,188980.68,35426.79,0.187,0,2,15,48081.02,0.61,0
85936.33,99863.36,105579.42,5716.07,0.054,0,6,9,34559.05,0.8,0
50000.0,58082.26,62873.16,4790.9,0.076,0,4,19,19130.72,0.89,0
196070.63,193272.16,232939.05,39666.89,0.17,0,3,5,42922.66,0.8,0
595413.22,651607.47,738290.28,86682.8,0.117,0,11,25,166783.54,0.64,0
115034.87,131172.38,137493.69,6321.31,0.046,0,10,12,39152.89,0.76,0
679894.67,712413.48,821132.68,108719.21,0.132,0,9,15,235306.28,0.91,0
757031.85,737505.1,910336.99,172831.88,0.19,1,12,17,196913.49,0.72,0
637443.9,748897.3,764524.87,15627.58,0.02,1,6,19,168242.79,0.81,0
164223.73,156649.26,191507.49,34858.23,0.182,0,7,12,35756.2,0.62,0
156963.92,183389.88,184826.98,1437.1,0.008,0,2,20,46456.85,0.84,0
74495.99,74127.21,84717.29,10590.09,0.125,3,11,13,27772.84,0.65,1
182789.1,185042.04,210354.63,25312.59,0.12,0,9,4,45182.83,0.66,0
584911.03,622647.58,672131.89,49484.31,0.074,0,4,28,187691.35,0.57,0
61898.98,66450.81,71997.67,5546.86,0.077,0,8,8,18118.25,0.83,0
1949687.54,2156055.49,2336180.47,180124.98,0.077,0,16,13,507697.54,0.5,1
1865917.76,1941733.13,2201968.34,260235.21,0.118,2,16,20,492258.37,0.67,1
652803.72,707225.65,757546.93,50321.28,0.066,0,5,3,206798.96,0.55,1
618688.61,588264.75,767791.7,179526.95,0.234,1,7,17,173731.0,0.76,0
85169.34,91399.0,96075.43,4676.43,0.049,0,6,16,25622.18,0.86,0
138872.36,136521.28,166424.25,29902.97,0.18,0,7,18,32558.97,0.68,0
125938.55,124381.5,153724.49,29342.99,0.191,0,4,15,37355.54,0.79,0
141352.8,137644.03,174376.45,36732.42,0.211,1,10,19,47511.76,0.73,0
1986047.61,2126115.98,2501664.57,375548.59,0.15,1,16,15,630311.06,0.82,0
81735.05,98578.45,96617.88,-1960.58,-0.02,0,5,10,26446.75,0.6,1
164741.66,167288.55,187220.65,19932.1,0.106,1,9,13,45756.58,0.62,0
105122.11,97707.69,122758.13,25050.44,0.204,0,7,15,25002.27,0.82,0
707387.57,719400.75,840927.04,121526.28,0.145,2,11,17,207643.92,0.58,1
112737.22,116588.1,133087.67,16499.57,0.124,0,8,12,31321.07,0.85,0
184381.67,200874.5,220335.2,19460.7,0.088,0,9,11,49847.14,0.85,0
1434323.32,1507682.59,1746308.3,238625.71,0.137,2,17,17,367267.61,0.93,0
166579.03,189785.9,204318.16,14532.25,0.071,0,6,24,58700.28,0.85,0
1432203.8,1340856.67,1603695.28,262838.61,0.164,2,15,23,420319.87,0.89,0
538665.57,588709.33,616477.15,27767.81,0.045,0,10,17,198780.8,0.85,0
1606785.36,1733801.36,1897099.25,163297.89,0.086,1,13,31,474028.17,0.74,1
147044.06,155345.75,180863.51,25517.77,0.141,0,12,12,58214.03,0.95,0
87794.72,96051.74,104582.44,8530.7,0.082,0,5,11,25110.5,0.79,0
792296.75,797727.92,916690.61,118962.69,0.13,1,9,10,233459.04,0.84,0
696687.73,675283.47,883847.57,208564.1,0.236,0,10,15,191671.7,0.69,0
1803329.1,1673474.17,2258214.66,584740.49,0.259,0,12,27,594746.91,0.76,0
75368.79,82310.17,82397.93,87.77,0.001,0,5,17,18303.19,0.67,0
121617.16,131262.15,140431.42,9169.27,0.065,1,11,15,36994.01,0.8,0
967754.8,1020874.27,1071369.8,50495.53,0.047,2,12,11,314786.35,0.7,0
50000.0,46888.28,59897.86,13009.58,0.217,0,11,19,12684.83,0.88,0
117751.33,125317.46,135165.01,9847.56,0.073,0,5,12,36326.76,0.8,0
1436011.03,1388219.98,1688928.94,300708.96,0.178,1,11,29,349842.24,0.81,0
594869.61,674129.69,711796.68,37666.99,0.053,0,13,11,154616.15,0.92,0
913090.82,1055956.95,1174566.6,118609.65,0.101,0,11,13,279919.07,0.72,0
675485.61,760018.76,877453.35,117434.58,0.134,0,8,17,263690.77,0.82,0
87984.36,93983.58,112246.81,18263.24,0.163,0,7,12,29751.52,0.64,0
1779011.16,1935943.02,2289195.47,353252.45,0.154,0,15,15,636881.73,0.77,1
142239.5,132156.5,164962.25,32805.75,0.199,0,7,9,38744.48,0.86,0
1196758.33,1415088.51,1400986.88,-14101.63,-0.01,0,9,18,380875.8,0.77,0
107065.85,115788.54,112186.19,-3602.35,-0.032,0,6,11,31226.4,0.73,0
1583572.21,1781581.49,1891932.65,110351.16,0.058,1,16,18,416691.83,0.76,0
162214.62,190880.37,203272.11,12391.74,0.061,1,9,18,63555.6,0.57,1
541560.84,587975.36,648821.36,60846.0,0.094,0,10,18,193168.83,0.64,0
88154.74,86487.47,102198.53,15711.06,0.154,1,8,16,28572.35,0.82,0
119356.22,120832.92,138347.42,17514.5,0.127,0,5,3,29741.94,0.76,0
111377.22,114194.96,137792.34,23597.37,0.171,0,6,14,42151.37,0.66,0
114819.32,110075.39,150721.03,40645.64,0.27,0,8,28,34615.4,0.74,0
165396.97,188059.36,198729.38,10670.02,0.054,0,3,17,50269.28,0.78,0
76134.5,76747.91,80852.88,4104.98,0.051,0,7,6,20269.36,0.66,0
1058885.96,1116589.65,1332174.56,215584.91,0.162,1,12,19,267133.22,0.74,1
1959848.73,2176643.3,2264991.18,88347.88,0.039,2,13,29,537064.92,0.68,1
1260458.16,1415552.07,1430981.72,15429.64,0.011,0,17,19,402991.74,0.75,0
792810.35,841654.05,982337.84,140683.79,0.143,1,5,21,270343.83,0.95,0
1082871.3,1188395.41,1225235.62,36840.21,0.03,0,15,18,439735.54,0.65,0
501967.43,568778.68,531792.33,-36986.36,-0.07,0,8,13,155262.41,0.62,1
517641.84,594513.89,586071.8,-8442.09,-0.014,1,11,8,137280.99,0.76,1
150674.43,160280.73,164213.54,3932.81,0.024,0,5,19,49758.64,0.54,1
124287.46,127687.18,159853.29,32166.12,0.201,0,7,14,40970.35,0.78,0
50000.0,52965.9,61737.81,8771.91,0.142,0,6,13,14591.84,0.72,0
155945.11,156108.38,187297.94,31189.56,0.167,0,3,13,46459.17,0.81,0
131497.43,136363.77,145871.72,9507.95,0.065,0,8,5,49201.42,0.53,0
1234685.94,1220809.92,1720395.93,499586.01,0.29,0,10,13,405558.72,0.75,0
1769491.65,1900355.61,2216599.6,316243.99,0.143,0,13,19,670912.58,0.78,0
719775.74,777509.79,814664.38,37154.6,0.046,2,14,17,173318.01,0.73,0
127604.16,139223.82,140002.92,779.09,0.006,0,6,9,41917.68,0.64,0
565110.11,570665.92,697150.49,126484.57,0.181,1,9,12,186698.89,0.78,0
437128.89,480415.87,524907.41,44491.53,0.085,1,7,18,115696.72,0.7,1
147870.31,150068.05,166135.61,16067.56,0.097,0,3,10,37784.99,0.95,0
532983.39,544251.73,671466.91,127215.19,0.189,0,7,21,199741.65,0.69,0
577667.58,697042.89,614867.88,-82175.01,-0.134,1,10,19,215871.18,0.8,0
504176.9,511652.6,565717.25,54064.65,0.096,1,11,12,143760.53,0.68,0
571575.06,651507.8,755079.88,103572.08,0.137,0,10,8,161490.7,0.74,0
426929.45,454522.93,471547.06,17024.13,0.036,0,4,16,101271.54,0.89,0
133308.21,147985.74,162499.56,14513.82,0.089,1,13,17,52691.4,0.78,0
118465.47,133487.25,135198.18,1710.94,0.013,0,4,18,37860.18,0.8,0
161040.57,172131.3,185868.7,13737.4,0.074,0,5,12,55319.76,0.87,0
738002.07,744030.42,874457.68,130427.27,0.149,1,8,20,171644.51,0.72,0
659181.61,704933.87,747607.39,42673.52,0.057,1,9,15,228051.94,0.69,0
501868.18,508717.42,574534.3,65816.88,0.115,0,5,16,174316.5,0.77,0
419417.15,466892.08,490219.97,23327.89,0.048,2,13,17,108796.47,0.72,0
677960.89,673558.9,804890.34,131331.44,0.163,0,5,20,251927.43,0.62,0
128599.38,144362.94,146941.56,2578.63,0.018,1,6,17,33004.53,0.71,1
1397699.33,1519474.13,1644385.81,124911.67,0.076,2,14,9,429942.31,0.68,1
323765.16,353605.2,383787.26,30182.06,0.079,2,9,3,100422.53,0.69,1
597621.73,650354.44,692817.95,42463.51,0.061,0,9,16,190904.1,0.87,0
110558.63,111672.99,132947.96,21274.97,0.16,0,2,17,26413.36,0.57,0
137398.86,118068.25,160899.72,42831.47,0.266,0,8,12,32685.88,0.78,0
730164.18,767426.0,865856.69,98430.69,0.114,0,15,13,289648.45,0.72,0
203440.21,219212.43,249000.36,29787.93,0.12,1,12,19,62918.29,0.67,1
523383.42,491578.6,603644.25,112065.65,0.186,0,13,11,144747.42,0.94,0
92063.1,93818.29,105619.99,11801.69,0.112,0,6,6,29178.25,0.77,0
112676.37,110800.23,123426.06,12625.82,0.102,0,7,23,30080.41,0.83,0
345489.61,352714.21,418477.82,65763.62,0.157,0,2,6,124343.12,0.57,0
660607.37,612135.02,850208.3,238073.27,0.28,0,7,15,207394.99,0.84,0
652127.37,726137.08,717281.67,-8855.41,-0.012,0,9,27,274830.12,0.65,0
581388.42,571650.1,644996.45,73346.35,0.114,0,8,10,188153.0,0.74,0
1199430.37,1183034.25,1504633.05,321598.8,0.214,2,17,19,392821.21,0.73,0
153854.06,159483.5,191890.62,32407.13,0.169,0,7,5,52833.96,0.86,0
135501.12,136078.39,162299.32,26220.93,0.162,1,8,19,31129.5,0.7,0
624038.89,615597.71,733858.78,118261.07,0.161,0,7,16,206255.31,0.74,0
746805.92,829035.07,910438.93,81403.86,0.089,1,12,10,210233.67,0.66,0
1638873.83,1732184.04,2122316.26,390132.22,0.184,2,17,16,553007.06,0.82,0
625465.71,709724.85,762686.86,52962.01,0.069,0,12,19,268046.81,0.74,1
1106018.31,1183043.92,1310758.89,127714.97,0.097,1,10,24,306215.79,0.81,1
573163.22,586970.39,691866.48,104896.09,0.152,1,8,16,168629.42,0.92,0
111064.06,106687.37,126391.51,19704.13,0.156,0,4,21,30542.36,0.9,0
724778.66,724721.79,835640.73,110918.94,0.133,1,13,19,160194.4,0.89,0
2177880.61,2198680.14,2609499.58,410819.44,0.157,3,17,29,615446.77,0.76,0
1778129.24,1490323.07,2382474.24,892151.18,0.374,1,13,16,519229.04,0.69,0
2062327.33,2184753.85,2298064.91,113311.06,0.049,0,14,22,663042.88,0.77,0
809070.35,816415.34,924736.71,108321.37,0.117,1,14,20,198387.79,0.72,0
1709572.64,1852768.41,2256835.34,404066.93,0.179,0,15,13,534232.85,0.73,0
165363.21,164563.71,191368.39,26804.68,0.14,0,9,17,58704.09,0.83,0
721466.89,772290.46,817656.19,45365.72,0.055,0,12,13,235058.86,0.84,0
597288.61,645045.84,714744.67,69698.83,0.098,0,2,19,223367.82,0.59,0
755620.0,817054.02,883938.79,66884.77,0.076,0,13,10,190512.85,0.68,0
535519.09,594227.36,627657.54,33430.18,0.053,1,8,9,207032.96,0.72,0
1525439.32,1378729.16,1739083.03,360353.87,0.207,0,13,7,380496.47,0.63,0
602652.49,609070.51,738777.21,129706.7,0.176,0,6,19,214894.05,0.74,0
363768.0,397578.77,463876.99,66298.22,0.143,0,10,20,118425.59,0.92,0
385395.09,395552.73,469047.89,73495.16,0.157,0,4,14,120931.33,0.74,0
168893.81,176822.77,202931.51,26108.74,0.129,1,7,12,48531.11,0.83,0
717208.73,799991.67,876149.17,76157.5,0.087,0,6,14,199677.88,0.67,0
72780.06,73392.43,78718.49,5326.06,0.068,1,8,5,20738.57,0.77,0
478818.28,516050.96,569425.47,53374.5,0.094,0,10,12,191488.01,0.83,0
521689.21,504868.34,600322.04,95453.7,0.159,0,11,12,144748.34,0.76,0
153018.09,155205.23,191954.75,36749.52,0.191,1,8,14,41013.04,0.77,0
132792.92,133871.71,160213.24,26341.53,0.164,1,9,20,31746.07,0.88,0
201275.26,232392.32,245201.56,12809.24,0.052,0,6,16,55756.14,0.76,1
625431.06,554273.67,735338.46,181064.79,0.246,2,14,10,200718.47,0.9,0
1714233.21,1763860.32,2108778.03,344917.71,0.164,1,11,22,625804.72,0.64,0
1798505.27,2140424.01,2074712.88,-65711.13,-0.032,2,12,25,601506.29,0.74,1
1236500.16,1328632.56,1374765.39,46132.83,0.034,2,9,27,401577.06,0.7,1
1676112.73,1982013.02,1977985.94,-4027.09,-0.002,0,10,22,631112.04,0.94,0
1403128.67,1575293.84,1640055.07,64761.23,0.039,0,12,12,446002.89,0.95,0
433085.39,417873.84,465210.18,47336.34,0.102,1,9,11,157969.63,0.73,0
1734377.16,1716451.73,2161364.23,444912.5,0.206,3,21,26,403479.8,0.76,0
1490394.36,1492771.4,1888023.51,395252.11,0.209,0,8,8,486220.48,0.69,0
738062.9,796796.69,824795.71,27999.02,0.034,0,6,14,181256.59,0.59,0
478129.53,509252.71,619777.2,110524.48,0.178,0,5,14,189492.89,0.84,0
126941.12,127766.33,161097.33,33331.0,0.207,0,7,15,40660.67,0.55,0
235625.72,228383.47,281659.86,53276.4,0.189,0,6,16,58377.49,0.95,0
86331.11,81796.77,103009.61,21212.84,0.206,0,2,17,29147.07,0.8,0
1466108.86,1475562.21,1750255.37,274693.17,0.157,1,14,25,552219.29,0.85,0
679270.25,734778.02,760874.12,26096.1,0.034,0,13,17,198364.86,0.71,0
142680.87,151239.2,173939.86,22700.66,0.131,1,10,18,52541.75,0.78,0
1357887.26,1469711.94,1526094.02,56382.08,0.037,1,14,26,552765.04,0.74,0
1443720.35,1645583.79,1544106.99,-101476.8,-0.066,0,8,25,410158.48,0.82,0
1477062.13,1649373.19,1657360.46,7987.27,0.005,0,12,25,570241.97,0.82,0
583930.92,672378.17,708179.93,35801.76,0.051,0,9,14,218272.39,0.84,0
1957677.35,2244854.22,2446425.52,201571.29,0.082,1,13,29,745462.53,0.72,1
1456431.41,1398072.69,1679458.57,281385.88,0.168,3,15,18,386028.39,0.91,0
1207594.1,1250631.14,1539710.32,289079.18,0.188,2,15,28,384715.75,0.78,0
133150.67,161348.93,147133.06,-14215.86,-0.097,0,4,12,42694.74,0.8,1
981246.16,1042578.97,1104694.56,62115.6,0.056,1,10,19,358959.76,0.94,0
984327.01,913859.59,1209421.27,295561.68,0.244,1,10,17,275247.55,0.74,0
661625.07,617935.68,732536.24,114600.56,0.156,0,9,22,206253.2,0.59,0
1759081.65,1848200.18,1959956.52,111756.34,0.057,2,14,19,596365.84,0.67,0
1445494.06,1448096.65,1890182.73,442086.08,0.234,1,17,21,349647.63,0.68,0
50000.0,52321.61,61037.76,8716.15,0.143,1,11,8,15836.79,0.68,0
91514.52,95873.29,105759.29,9886.0,0.093,1,7,10,28986.14,0.84,0
1649824.38,1798572.8,1931575.45,133002.65,0.069,0,11,17,512039.61,0.58,0
663560.95,678228.22,727884.77,49656.55,0.068,0,10,16,176860.3,0.84,0
568813.15,617505.5,694449.97,76944.47,0.111,0,9,16,143389.08,0.78,0
159576.04,140966.72,190804.22,49837.51,0.261,0,9,17,39280.11,0.69,0
1053117.12,1087120.31,1387608.83,300488.52,0.217,1,8,13,341394.98,0.67,0
527020.31,532037.11,574363.54,42326.43,0.074,0,7,19,128741.8,0.63,0
111994.62,111507.04,148011.42,36504.37,0.247,0,7,6,36379.35,0.78,0
1327751.76,1318627.1,1593721.24,275094.14,0.173,2,16,11,483454.12,0.79,0
1558096.59,1356874.94,1821640.34,464765.4,0.255,2,15,20,396477.78,0.9,0
1499655.13,1536705.1,1714152.47,177447.37,0.104,1,18,24,512146.07,0.68,0
104293.01,113609.19,132997.37,19388.18,0.146,0,6,14,39247.56,0.77,0
1468156.08,1706182.72,1568063.54,-138119.19,-0.088,2,13,23,562415.36,0.76,1
604270.34,631550.23,789907.98,158357.75,0.2,0,8,8,185923.84,0.66,0
723307.27,785766.62,889301.25,103534.63,0.116,0,7,23,291249.78,0.85,0
85077.9,91031.55,95011.15,3979.6,0.042,0,2,20,20651.59,0.71,0
1597271.19,1618376.69,1961185.69,342809.0,0.175,0,15,24,406482.83,0.89,0
369141.76,398353.28,414430.76,16077.48,0.039,0,9,7,116348.94,0.65,0
182238.15,195509.52,228066.33,32556.81,0.143,0,10,14,47002.63,0.95,0
760628.64,865265.18,957874.49,92609.32,0.097,1,8,17,261630.34,0.86,0
745377.45,732191.25,828145.45,95954.2,0.116,1,10,19,195726.31,0.67,0
754712.39,834190.02,899317.18,65127.15,0.072,0,7,17,230710.7,0.69,0
769001.5,756698.58,898724.97,142026.4,0.158,0,14,12,239411.59,0.92,0
538308.01,563751.81,654445.98,90694.17,0.139,0,4,14,184080.13,0.95,0
108359.23,106069.72,134122.33,28052.61,0.209,0,2,13,33273.51,0.85,0
105847.3,117241.64,118727.44,1485.81,0.013,0,5,17,37966.44,0.52,1
108910.53,104130.63,131505.14,27374.51,0.208,0,3,11,38933.75,0.89,0
774773.57,822149.5,866775.68,44626.18,0.051,1,10,21,275194.61,0.69,1
502268.01,502569.06,572807.57,70238.51,0.123,0,8,18,176492.36,0.79,0
1429153.63,1346487.47,1696510.61,350023.14,0.206,3,15,15,356825.31,0.76,0
115005.76,122873.68,133414.52,10540.84,0.079,0,2,16,42578.71,0.7,0
813935.14,795604.81,1007688.31,212083.5,0.21,1,11,13,223387.33,0.68,0
104514.5,105974.64,125588.26,19613.61,0.156,0,4,10,30271.71,0.76,0
1919083.04,1713196.38,2300306.51,587110.13,0.255,0,17,25,508081.61,0.79,0
673393.12,729853.82,778965.55,49111.73,0.063,1,6,7,202423.58,0.76,1
556442.55,552783.89,627896.86,75112.98,0.12,0,4,20,199524.8,0.76,0
119870.53,142963.9,150636.25,7672.35,0.051,1,6,20,45014.31,0.81,1
140429.28,134988.41,166562.29,31573.89,0.19,1,7,8,47737.03,0.57,0
572307.78,579639.27,634762.89,55123.62,0.087,0,8,16,192851.26,0.56,0
152664.99,166142.25,177173.05,11030.8,0.062,0,3,20,55735.69,0.8,0
1520827.54,1711056.39,1748778.83,37722.45,0.022,3,17,15,552702.21,0.68,0
98215.06,109585.67,113569.11,3983.44,0.035,0,4,11,38830.24,0.78,0
1105795.0,1259440.07,1370069.73,110629.66,0.081,0,10,18,458279.44,0.68,1
601858.51,635311.29,621370.75,-13940.54,-0.022,0,4,12,219166.92,0.78,0
603729.54,621680.42,735563.36,113882.94,0.155,0,2,20,154385.3,0.73,0
1767852.17,1915067.96,1992585.73,77517.78,0.039,2,15,24,657948.6,0.64,1
1837167.99,1799812.64,2128013.98,328201.35,0.154,4,18,15,529281.32,0.6,0
543078.11,539773.44,595304.38,55530.95,0.093,0,6,14,142210.98,0.8,0
148758.8,148176.86,183959.02,35782.16,0.195,0,7,20,43909.6,0.73,0
1777373.36,1803438.17,1882289.03,78850.86,0.042,1,14,31,565877.67,0.69,0
571666.14,684819.67,655716.69,-29102.98,-0.044,0,5,14,188100.61,0.74,0
116760.48,100913.89,124143.37,23229.49,0.187,0,7,6,35180.62,0.75,0
691728.16,581319.65,813366.37,232046.72,0.285,1,9,21,217851.02,0.82,0
66942.61,72344.37,75015.33,2670.96,0.036,0,9,11,27234.03,0.66,0
552600.5,519608.8,697787.82,178179.02,0.255,0,9,12,186908.2,0.68,0
131751.47,149157.62,154938.99,5781.37,0.037,0,4,15,38768.57,0.95,0
1200355.89,1255830.2,1500303.99,244473.79,0.163,1,13,19,360386.22,0.71,1
636034.59,654272.39,754875.71,100603.33,0.133,0,6,10,177556.13,0.7,0
1475073.6,1567858.63,1583291.15,15432.52,0.01,2,11,13,524793.35,0.86,0
671401.62,692009.82,850835.05,158825.23,0.187,1,6,17,242779.11,0.72,0
163889.61,172227.52,201397.45,29169.93,0.145,0,8,17,64225.7,0.87,0
1049579.74,1058015.28,1170254.14,112238.86,0.096,0,11,18,293442.56,0.79,0
50000.0,51386.58,59172.87,7786.29,0.132,0,4,21,18637.61,0.78,0
1426033.92,1513240.47,1806896.98,293656.51,0.163,1,10,22,352430.39,0.63,0
1741770.28,1872530.14,2134077.43,261547.29,0.123,2,14,21,483326.71,0.67,1
140315.19,133009.03,174484.99,41475.96,0.238,0,2,5,38891.2,0.75,0
705755.27,799167.17,905522.69,106355.52,0.117,0,7,9,258329.95,0.71,1
1691808.85,1678318.48,2054339.43,376020.95,0.183,1,13,34,482765.89,0.74,0
80942.94,84809.31,93608.92,8799.61,0.094,0,6,12,25399.25,0.93,0
476248.22,403826.8,531860.93,128034.14,0.241,2,11,15,141700.88,0.8,0
147034.66,147523.47,170646.15,23122.68,0.136,0,4,15,33995.08,0.67,0
675284.16,760438.97,764244.43,3805.46,0.005,1,12,15,205044.33,0.72,1
189161.89,204259.11,232222.09,27962.98,0.12,0,6,20,54049.79,0.55,1
1897128.16,2035433.09,2224688.92,189255.84,0.085,3,17,20,713834.72,0.93,1
686400.52,713697.19,811334.4,97637.21,0.12,0,8,24,199165.58,0.6,0
67879.92,77523.4,77311.3,-212.1,-0.003,1,6,16,28556.79,0.74,1
89146.95,96048.95,104352.43,8303.47,0.08,0,9,8,31462.16,0.79,0
1781044.3,1803364.53,2045865.41,242500.88,0.119,0,15,20,504022.46,0.83,0
523811.8,593667.64,615145.12,21477.49,0.035,0,7,7,217416.91,0.88,0
135983.38,142371.97,163145.98,20774.01,0.127,0,2,15,52680.75,0.79,0
461976.55,445469.24,536879.52,91410.28,0.17,1,14,14,104244.99,0.83,0
708919.13,887266.6,833832.3,-53434.3,-0.064,0,8,12,196027.94,0.76,1
444499.9,466500.5,502184.26,35683.76,0.071,2,10,9,149281.15,0.7,1
1585042.98,1836410.7,1994125.48,157714.78,0.079,0,9,18,646291.95,0.73,0
166846.47,182096.65,218986.15,36889.49,0.168,0,6,18,58487.57,0.63,1
50000.0,49627.87,58882.4,9254.53,0.157,0,7,12,12043.25,0.69,0
1846444.54,1785825.63,2321220.87,535395.24,0.231,0,15,25,474664.77,0.95,0
122186.24,124491.06,146462.21,21971.16,0.15,1,10,13,42394.39,0.74,0
585371.52,662007.67,683768.14,21760.48,0.032,1,11,25,250286.81,0.5,1
50000.0,49570.47,58883.23,9312.76,0.158,0,9,3,11302.9,0.66,0
128328.2,134274.59,148107.94,13833.35,0.093,1,11,5,45384.31,0.73,1
151101.99,194174.38,169101.16,-25073.22,-0.148,0,6,13,64292.69,0.68,1
514728.48,570777.15,571175.17,398.02,0.001,0,7,10,177319.61,0.68,1
50051.48,55489.94,63028.8,7538.87,0.12,0,4,18,20675.73,0.81,0
456394.86,464625.87,528475.97,63850.1,0.121,0,6,8,115932.73,0.76,0
659354.63,672573.34,747324.51,74751.16,0.1,0,9,14,173365.48,0.73,0
1783100.62,1790389.63,1982429.39,192039.76,0.097,2,11,19,488314.83,0.59,1
149887.46,144374.53,183850.74,39476.21,0.215,0,2,23,51072.67,0.83,0
419531.31,444667.9,507443.68,62775.78,0.124,0,4,13,128383.92,0.91,0
529399.03,517075.99,655284.76,138208.77,0.211,0,12,17,139055.12,0.6,0
533811.66,503586.36,588485.74,84899.38,0.144,0,7,10,152363.81,0.91,0
1194826.39,1282917.0,1453474.63,170557.62,0.117,1,9,24,289261.14,0.79,0
592391.0,586649.84,738452.28,151802.44,0.206,0,8,16,133421.41,0.82,0
429122.68,410048.14,517198.31,107150.16,0.207,1,9,15,110227.17,0.65,0
585338.66,677061.19,682813.18,5751.99,0.008,1,11,9,168243.25,0.68,0
77661.98,79829.0,95440.21,15611.22,0.164,0,5,17,26817.11,0.89,0
